MSOA11CD,active_commuters,prop_car,prop_pt,prop_active
E02000725,4740,0.120042194092827,0.7875527426160338,0.0890295358649789
E02000727,3314,0.19975859987929995,0.671997585998793,0.12311406155703078
E02000728,3307,0.24765648624130632,0.6610220743876626,0.08618082854550953
E02000729,3127,0.23888711224816117,0.6555804285257435,0.09657818995842661
E02000730,3541,0.2163230725783677,0.667890426433211,0.11042078508895792
E02000731,4120,0.2070388349514563,0.6876213592233009,0.10048543689320388
E02000732,2700,0.24444444444444444,0.644074074074074,0.10481481481481482
E02000733,4172,0.19247363374880153,0.7308245445829339,0.07166826462128476
E02000734,3146,0.2024793388429752,0.7139224411951685,0.07692307692307693
E02000735,3021,0.1906653426017875,0.7156570671962926,0.08440913604766634
E02000736,3108,0.3027670527670528,0.5974903474903475,0.09523809523809523
E02000737,3679,0.2911117151399837,0.5977167708616472,0.10600706713780919
E02000738,3539,0.2811528680418197,0.6174060469059056,0.09748516530093247
E02000739,3052,0.20773263433813893,0.7015072083879423,0.08158584534731324
E02000740,2897,0.20434932688988608,0.7179841215050051,0.06972730410769762
E02000741,3375,0.25303703703703706,0.6405925925925926,0.09837037037037037
E02000742,3049,0.33092817317153167,0.5726467694326008,0.08953755329616267
E02000743,3053,0.2250245660006551,0.6888306583688175,0.08221421552571241
E02000744,3269,0.2569593147751606,0.6371979198531661,0.10156011012542061
E02000745,3682,0.30635524171645845,0.6086366105377512,0.07930472569255839
E02000746,3035,0.2777594728171334,0.6369028006589785,0.07479406919275124
E02000747,5243,0.17146671752813275,0.7526225443448408,0.06694640473011634
E02000748,2792,0.3108882521489971,0.6081661891117478,0.0755730659025788
E02000749,3207,0.2756470221390708,0.6273776114748987,0.09073900841908325
E02000807,5232,0.15386085626911314,0.6978211009174312,0.12308868501529052
E02000808,5103,0.08367626886145405,0.4769743288261807,0.42582794434646287
E02000810,4550,0.12263736263736263,0.6063736263736264,0.26373626373626374
E02000812,5109,0.10217263652378156,0.5662556273243297,0.32276375024466625
E02000813,4019,0.14506096043791988,0.6984324458820602,0.14705150534958944
E02000814,5360,0.13544776119402985,0.6781716417910447,0.12388059701492538
E02000815,3374,0.08180201541197392,0.5933609958506224,0.31831653823355066
E02000816,4246,0.18064060292039566,0.6128120584079133,0.19853980216674516
E02000817,2679,0.1761851437103397,0.64501679731243,0.1705860395670026
E02000818,3501,0.1265352756355327,0.6503856041131105,0.21936589545844046
E02000819,3700,0.15702702702702703,0.6535135135135135,0.1818918918918919
E02000820,4281,0.1051156271899089,0.6664330763840224,0.22331231020789535
E02000821,3392,0.16804245283018868,0.6698113207547169,0.1559551886792453
E02000822,3520,0.12982954545454545,0.6701704545454545,0.19090909090909092
E02000823,3751,0.12609970674486803,0.6656891495601173,0.19994668088509732
